id,title,description,link,image_link,price,currency,categoryid1,categoryid2,condition,brand,version,country,city,star,done,timestamp
5280,"SUN ODYSSEY 52.2 ","FULL SAFETY EQUIPMENT ",https://www.bandofboats.com/fr/buy/boat/5280,https://cdn.bandofboats.com/aws/3437/146/5280-1.jpg?s=fdbd2e493f206567d406e99a2fc6acaf,120000,EUR,Voilier,"Voilier monocoque",Occasion,JEANNEAU,"SUN ODYSSEY 52.2",Grèce,athens,0
5281,"SUNSEEKER 37 TOMAHAWK","Sunseeker Tomahawk 37, version MK 2 avec les moteurs KAMD, grand entretien 2012, nouveau cousin de bain de soleil, moteurs en parfait état. Visible à Ostende",https://www.bandofboats.com/fr/buy/boat/5281,https://cdn.bandofboats.com/aws/3340/65/5281-1.jpg?s=a9561faf3379462946a1a7ece85b1e08,54900,EUR,Moteur,"Vedette Open",Occasion,SUNSEEKER,"SUNSEEKER 37 TOMAHAWK",Belgique,oostende,0,Y
5282,"FORMULA 29 PC",,https://www.bandofboats.com/fr/buy/boat/5282,https://cdn.bandofboats.com/aws/3353/78/5282-1.jpg?s=4008b2d2e2e315dc04d1cbd135f0f561,40000,EUR,Moteur,"Vedette Open",Occasion,FORMULA,"FORMULA 29 PC",Espagne,ibiza,0,Y
41211,"SUN ODYSSEY 42 DS SHALLOW DRAFT","Bateau qui a toujours été très bien entretenu, à l'intérieur comme à l'extérieur et tout fonctionne.",https://www.bandofboats.com/fr/buy/boat/41211,https://cdn.bandofboats.com/aws/3340/65/41211-1.jpg?s=c3c2c991c0bd831558a30fe94a37de82,124000,EUR,Voilier,"Voilier monocoque",Occasion,JEANNEAU,"SUN ODYSSEY 42 DS SHALLOW DRAFT",Belgique,nieuwpoort,0
39704,"LEADER 36 ","Bateau premier propriétaire très propre et bien suivi, taquets d'amarage arrière additionel, plaque vitrocéramique, couchage double cabine arrière, moustiquaires hublots, sythetic teak sur platforme arrière et cockpit.  ",https://www.bandofboats.com/fr/buy/boat/39704,https://cdn.bandofboats.com/aws/3340/65/39704-1.jpg?s=8f194ad2abe798c65f34e72bb2ebb60f,240000,EUR,Moteur,"Vedette Hard Top",Occasion,JEANNEAU,"LEADER 36",Belgique,maaseik,0
